application_id,county,program,application_date,age,application_stage,status,completion_status,reason_not_enrolled,cohort_year,Applied,Screened,Interviewed,Enrolled,Drop-off Stage
PTG-114595,Nairobi,Technovation,2025-06-07,21,Enrolled,Enrolled,Completed,N/A - Enrolled,2025,Yes,Yes,Yes,Yes,Enrolled
PTG-113149,Mombasa,STEM Cafe Kenya,2022-07-18,24,Screened - Not Interviewed,Rejected,Not Enrolled,Device unavailable,2022,Yes,Yes,No,No,Screening Drop-off
PTG-119802,Mombasa,STEM Cafe Kenya,2025-04-18,23,Enrolled,Enrolled,In Progress,N/A - Enrolled,2025,Yes,Yes,Yes,Yes,Enrolled
PTG-115222,Kisumu,Django Girls,2023-02-12,17,Screened - Not Interviewed,Rejected,Not Enrolled,Device unavailable,2023,Yes,Yes,No,No,Screening Drop-off
PTG-119486,Nairobi,Africa Code Week,2023-03-28,17,Screened - Not Interviewed,Rejected,Not Enrolled,Session full / capacity reached,2023,Yes,Yes,No,No,Screening Drop-off
PTG-101749,Nairobi,STEM Cafe Kenya,2017-04-12,20,Applied Only - No Further Progress,Rejected,Not Enrolled,Device unavailable,2017,Yes,No,No,No,Application Drop-off
PTG-119016,Nairobi,Mombasa Girls in STEM,2024-07-29,20,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Session full / capacity reached,2024,Yes,No,No,No,Application Drop-off
PTG-107589,Nairobi,Codehack,2016-05-27,25,Enrolled,Enrolled,In Progress,N/A - Enrolled,2016,Yes,Yes,Yes,Yes,Enrolled
PTG-117151,Mombasa,Codehack,2016-05-03,21,Applied Only - No Further Progress,Rejected,Not Enrolled,No trainer capacity,2016,Yes,No,No,No,Application Drop-off
PTG-103784,Mombasa,Technovation,2023-10-07,24,Applied Only - No Further Progress,Rejected,Not Enrolled,No trainer capacity,2023,Yes,No,No,No,Application Drop-off
PTG-117433,Mombasa,Africa Code Week,2019-07-22,21,Enrolled,Enrolled,In Progress,N/A - Enrolled,2019,Yes,Yes,Yes,Yes,Enrolled
PTG-116626,Nairobi,Codehack,2026-03-22,25,Screened - Not Interviewed,Rejected,Not Enrolled,Device unavailable,2026,Yes,Yes,No,No,Screening Drop-off
PTG-104438,Nairobi,Mombasa Girls in STEM,2025-12-16,25,Screened - Not Interviewed,Rejected,Not Enrolled,Session full / capacity reached,2025,Yes,Yes,No,No,Screening Drop-off
PTG-118019,Mombasa,Codehack,2019-09-01,19,Interviewed - Not Enrolled,Withdrawn,Not Enrolled,Ineligible (age/criteria),2019,Yes,Yes,Yes,No,Interview Drop-off
PTG-119193,Nairobi,Mombasa Girls in STEM,2015-07-05,20,Interviewed - Not Enrolled,Withdrawn,Not Enrolled,No trainer capacity,2015,Yes,Yes,Yes,No,Interview Drop-off
PTG-101232,Mombasa,STEM Cafe Kenya,2024-06-15,25,Interviewed - Not Enrolled,Withdrawn,Not Enrolled,Applicant withdrew,2024,Yes,Yes,Yes,No,Interview Drop-off
PTG-106906,Mombasa,STEM Cafe Kenya,2017-06-12,19,Interviewed - Not Enrolled,Withdrawn,Not Enrolled,Ineligible (age/criteria),2017,Yes,Yes,Yes,No,Interview Drop-off
PTG-110617,Mombasa,Africa Code Week,2019-03-07,20,Enrolled,Enrolled,In Progress,N/A - Enrolled,2019,Yes,Yes,Yes,Yes,Enrolled
PTG-115838,Nakuru,Africa Code Week,2017-02-12,21,Enrolled,Enrolled,Dropped Out,N/A - Enrolled,2017,Yes,Yes,Yes,Yes,Enrolled
PTG-109038,Kisumu,STEM Cafe Kenya,2021-12-12,24,Interviewed - Not Enrolled,Rejected,Not Enrolled,Session full / capacity reached,2021,Yes,Yes,Yes,No,Interview Drop-off
PTG-110984,Nairobi,Django Girls,2022-02-05,22,Screened - Not Interviewed,Rejected,Not Enrolled,Session full / capacity reached,2022,Yes,Yes,No,No,Screening Drop-off
PTG-113762,Nairobi,Mombasa Girls in STEM,2022-04-23,25,Applied Only - No Further Progress,Rejected,Not Enrolled,Device unavailable,2022,Yes,No,No,No,Application Drop-off
PTG-106403,Mombasa,STEM Cafe Kenya,2018-02-16,21,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Applicant withdrew,2018,Yes,No,No,No,Application Drop-off
PTG-117474,Mombasa,Mombasa Girls in STEM,2026-03-26,23,Interviewed - Not Enrolled,Withdrawn,Not Enrolled,Device unavailable,2026,Yes,Yes,Yes,No,Interview Drop-off
PTG-113626,Nakuru,Technovation,2023-03-12,23,Screened - Not Interviewed,Rejected,Not Enrolled,Failed screening,2023,Yes,Yes,No,No,Screening Drop-off
PTG-114647,Nairobi,STEM Cafe Kenya,2020-10-10,19,Screened - Not Interviewed,Rejected,Not Enrolled,Applicant withdrew,2020,Yes,Yes,No,No,Screening Drop-off
PTG-100458,Mombasa,Mombasa Girls in STEM,2024-03-20,21,Screened - Not Interviewed,Rejected,Not Enrolled,No trainer capacity,2024,Yes,Yes,No,No,Screening Drop-off
PTG-115528,Mombasa,Africa Code Week,2024-03-27,17,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Session full / capacity reached,2024,Yes,No,No,No,Application Drop-off
PTG-105937,Mombasa,Django Girls,2016-01-15,28,Applied Only - No Further Progress,Rejected,Not Enrolled,Ineligible (age/criteria),2016,Yes,No,No,No,Application Drop-off
PTG-103013,Mombasa,Codehack,2022-01-25,17,Screened - Not Interviewed,Rejected,Not Enrolled,Ineligible (age/criteria),2022,Yes,Yes,No,No,Screening Drop-off
PTG-118793,Mombasa,Codehack,2022-07-18,21,Screened - Not Interviewed,Rejected,Not Enrolled,Device unavailable,2022,Yes,Yes,No,No,Screening Drop-off
PTG-112037,Kisumu,STEM Cafe Kenya,2021-07-13,18,Enrolled,Enrolled,Completed,N/A - Enrolled,2021,Yes,Yes,Yes,Yes,Enrolled
PTG-108227,Nakuru,Codehack,2025-04-24,17,Interviewed - Not Enrolled,Withdrawn,Not Enrolled,Applicant withdrew,2025,Yes,Yes,Yes,No,Interview Drop-off
PTG-116152,Mombasa,STEM Cafe Kenya,2023-09-15,20,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Applicant withdrew,2023,Yes,No,No,No,Application Drop-off
PTG-102357,Nairobi,Django Girls,2017-08-19,17,Applied Only - No Further Progress,Rejected,Not Enrolled,Ineligible (age/criteria),2017,Yes,No,No,No,Application Drop-off
PTG-117494,Nakuru,Technovation,2016-08-08,21,Enrolled,Enrolled,Completed,N/A - Enrolled,2016,Yes,Yes,Yes,Yes,Enrolled
PTG-119278,Mombasa,Mombasa Girls in STEM,2026-05-12,19,Enrolled,Enrolled,Dropped Out,N/A - Enrolled,2026,Yes,Yes,Yes,Yes,Enrolled
PTG-103761,Nakuru,Africa Code Week,2022-04-07,22,Screened - Not Interviewed,Rejected,Not Enrolled,No trainer capacity,2022,Yes,Yes,No,No,Screening Drop-off
PTG-113191,Mombasa,STEM Cafe Kenya,2025-07-31,22,Screened - Not Interviewed,Rejected,Not Enrolled,Session full / capacity reached,2025,Yes,Yes,No,No,Screening Drop-off
PTG-116489,Mombasa,STEM Cafe Kenya,2026-03-01,23,Enrolled,Enrolled,Dropped Out,N/A - Enrolled,2026,Yes,Yes,Yes,Yes,Enrolled
PTG-114883,Mombasa,Technovation,2023-02-20,19,Screened - Not Interviewed,Rejected,Not Enrolled,Failed screening,2023,Yes,Yes,No,No,Screening Drop-off
PTG-117917,Nairobi,STEM Cafe Kenya,2024-08-03,21,Enrolled,Enrolled,In Progress,N/A - Enrolled,2024,Yes,Yes,Yes,Yes,Enrolled
PTG-118349,Kisumu,Mombasa Girls in STEM,2016-10-08,20,Applied Only - No Further Progress,Rejected,Not Enrolled,Not Specified,2016,Yes,No,No,No,Application Drop-off
PTG-104989,Nairobi,Technovation,2025-12-05,17,Screened - Not Interviewed,Rejected,Not Enrolled,No trainer capacity,2025,Yes,Yes,No,No,Screening Drop-off
PTG-102474,Nairobi,Codehack,2021-06-07,19,Enrolled,Enrolled,Dropped Out,N/A - Enrolled,2021,Yes,Yes,Yes,Yes,Enrolled
PTG-111957,Mombasa,Mombasa Girls in STEM,2024-12-18,21,Enrolled,Enrolled,Completed,N/A - Enrolled,2024,Yes,Yes,Yes,Yes,Enrolled
PTG-101193,Nakuru,Technovation,2022-12-02,18,Applied Only - No Further Progress,Rejected,Not Enrolled,Ineligible (age/criteria),2022,Yes,No,No,No,Application Drop-off
PTG-118343,Nakuru,Mombasa Girls in STEM,2024-04-11,20,Enrolled,Enrolled,Completed,N/A - Enrolled,2024,Yes,Yes,Yes,Yes,Enrolled
PTG-104254,Nairobi,Mombasa Girls in STEM,2026-02-26,23,Enrolled,Enrolled,Dropped Out,N/A - Enrolled,2026,Yes,Yes,Yes,Yes,Enrolled
PTG-103531,Mombasa,Africa Code Week,2019-05-18,25,Enrolled,Enrolled,In Progress,N/A - Enrolled,2019,Yes,Yes,Yes,Yes,Enrolled
PTG-106845,Mombasa,Django Girls,2017-11-17,26,Applied Only - No Further Progress,Rejected,Not Enrolled,Failed screening,2017,Yes,No,No,No,Application Drop-off
PTG-109511,Nakuru,STEM Cafe Kenya,2025-10-26,18,Enrolled,Enrolled,Dropped Out,N/A - Enrolled,2025,Yes,Yes,Yes,Yes,Enrolled
PTG-111288,Nairobi,Technovation,2024-03-09,22,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Failed screening,2024,Yes,No,No,No,Application Drop-off
PTG-117061,Nakuru,Codehack,2018-08-04,21,Applied Only - No Further Progress,Rejected,Not Enrolled,Session full / capacity reached,2018,Yes,No,No,No,Application Drop-off
PTG-100373,Mombasa,Technovation,2021-04-20,21,Applied Only - No Further Progress,Rejected,Not Enrolled,No trainer capacity,2021,Yes,No,No,No,Application Drop-off
PTG-118205,Kisumu,Technovation,2026-02-23,21,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Ineligible (age/criteria),2026,Yes,No,No,No,Application Drop-off
PTG-117228,Mombasa,Django Girls,2019-06-18,17,Enrolled,Enrolled,Completed,N/A - Enrolled,2019,Yes,Yes,Yes,Yes,Enrolled
PTG-111219,Nakuru,Django Girls,2026-04-05,20,Enrolled,Enrolled,Completed,N/A - Enrolled,2026,Yes,Yes,Yes,Yes,Enrolled
PTG-108041,Nakuru,Django Girls,2025-06-21,18,Enrolled,Enrolled,Completed,N/A - Enrolled,2025,Yes,Yes,Yes,Yes,Enrolled
PTG-115489,Mombasa,STEM Cafe Kenya,2023-01-16,21,Screened - Not Interviewed,Rejected,Not Enrolled,Device unavailable,2023,Yes,Yes,No,No,Screening Drop-off
PTG-105742,Mombasa,Technovation,2025-07-09,23,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Device unavailable,2025,Yes,No,No,No,Application Drop-off
PTG-114067,Mombasa,Africa Code Week,2026-03-26,17,Interviewed - Not Enrolled,Withdrawn,Not Enrolled,Device unavailable,2026,Yes,Yes,Yes,No,Interview Drop-off
PTG-116790,Nairobi,STEM Cafe Kenya,2022-09-17,26,Applied Only - No Further Progress,Rejected,Not Enrolled,Applicant withdrew,2022,Yes,No,No,No,Application Drop-off
PTG-115593,Nakuru,Django Girls,2025-01-28,18,Applied Only - No Further Progress,Withdrawn,Not Enrolled,No trainer capacity,2025,Yes,No,No,No,Application Drop-off
PTG-115142,Nakuru,Django Girls,2025-07-13,22,Enrolled,Enrolled,Completed,N/A - Enrolled,2025,Yes,Yes,Yes,Yes,Enrolled
PTG-105542,Mombasa,STEM Cafe Kenya,2023-01-19,18,Screened - Not Interviewed,Rejected,Not Enrolled,Failed screening,2023,Yes,Yes,No,No,Screening Drop-off
PTG-103559,Nakuru,Technovation,2026-04-20,23,Interviewed - Not Enrolled,Withdrawn,Not Enrolled,Ineligible (age/criteria),2026,Yes,Yes,Yes,No,Interview Drop-off
PTG-106878,Nairobi,Mombasa Girls in STEM,2016-06-17,20,Enrolled,Enrolled,In Progress,N/A - Enrolled,2016,Yes,Yes,Yes,Yes,Enrolled
PTG-119344,Mombasa,Technovation,2022-07-21,24,Applied Only - No Further Progress,Rejected,Not Enrolled,Applicant withdrew,2022,Yes,No,No,No,Application Drop-off
PTG-117445,Kisumu,Technovation,2020-09-17,17,Enrolled,Enrolled,Completed,N/A - Enrolled,2020,Yes,Yes,Yes,Yes,Enrolled
PTG-104724,Kisumu,Mombasa Girls in STEM,2023-01-28,24,Screened - Not Interviewed,Rejected,Not Enrolled,Device unavailable,2023,Yes,Yes,No,No,Screening Drop-off
PTG-100032,Mombasa,Technovation,2024-01-04,22,Screened - Not Interviewed,Rejected,Not Enrolled,No trainer capacity,2024,Yes,Yes,No,No,Screening Drop-off
PTG-116113,Mombasa,STEM Cafe Kenya,2023-11-21,17,Applied Only - No Further Progress,Rejected,Not Enrolled,No trainer capacity,2023,Yes,No,No,No,Application Drop-off
PTG-112267,Nairobi,Africa Code Week,2025-07-24,21,Enrolled,Enrolled,Completed,N/A - Enrolled,2025,Yes,Yes,Yes,Yes,Enrolled
PTG-114761,Nairobi,STEM Cafe Kenya,2020-04-27,18,Enrolled,Enrolled,Completed,N/A - Enrolled,2020,Yes,Yes,Yes,Yes,Enrolled
PTG-117615,Mombasa,Technovation,2022-04-13,17,Applied Only - No Further Progress,Rejected,Not Enrolled,Applicant withdrew,2022,Yes,No,No,No,Application Drop-off
PTG-114223,Mombasa,STEM Cafe Kenya,2024-11-12,21,Applied Only - No Further Progress,Rejected,Not Enrolled,Device unavailable,2024,Yes,No,No,No,Application Drop-off
PTG-100403,Mombasa,Codehack,2024-05-24,18,Interviewed - Not Enrolled,Withdrawn,Not Enrolled,Device unavailable,2024,Yes,Yes,Yes,No,Interview Drop-off
PTG-120162,Mombasa,Technovation,2021-08-02,17,Enrolled,Enrolled,Completed,N/A - Enrolled,2021,Yes,Yes,Yes,Yes,Enrolled
PTG-107979,Lamu,Technovation,2015-01-29,20,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Applicant withdrew,2015,Yes,No,No,No,Application Drop-off
PTG-110960,Mombasa,Django Girls,2019-08-20,21,Enrolled,Enrolled,Completed,N/A - Enrolled,2019,Yes,Yes,Yes,Yes,Enrolled
PTG-115207,Mombasa,Codehack,2015-10-16,21,Enrolled,Enrolled,Dropped Out,N/A - Enrolled,2015,Yes,Yes,Yes,Yes,Enrolled
PTG-102035,Nairobi,Codehack,2024-09-25,20,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Device unavailable,2024,Yes,No,No,No,Application Drop-off
PTG-108848,Mombasa,STEM Cafe Kenya,2022-07-22,21,Enrolled,Enrolled,Completed,N/A - Enrolled,2022,Yes,Yes,Yes,Yes,Enrolled
PTG-112450,Lamu,Codehack,2019-10-17,17,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Not Specified,2019,Yes,No,No,No,Application Drop-off
PTG-100854,Nakuru,STEM Cafe Kenya,2021-11-27,17,Enrolled,Enrolled,Completed,N/A - Enrolled,2021,Yes,Yes,Yes,Yes,Enrolled
PTG-101542,Kisumu,Codehack,2020-07-31,24,Enrolled,Enrolled,Dropped Out,N/A - Enrolled,2020,Yes,Yes,Yes,Yes,Enrolled
PTG-115429,Mombasa,STEM Cafe Kenya,2025-05-23,22,Screened - Not Interviewed,Rejected,Not Enrolled,Session full / capacity reached,2025,Yes,Yes,No,No,Screening Drop-off
PTG-104219,Nairobi,STEM Cafe Kenya,2024-06-03,23,Applied Only - No Further Progress,Rejected,Not Enrolled,Failed screening,2024,Yes,No,No,No,Application Drop-off
PTG-116548,Mombasa,Codehack,2022-04-14,19,Applied Only - No Further Progress,Rejected,Not Enrolled,Session full / capacity reached,2022,Yes,No,No,No,Application Drop-off
PTG-115065,Mombasa,Django Girls,2025-07-30,19,Screened - Not Interviewed,Rejected,Not Enrolled,Ineligible (age/criteria),2025,Yes,Yes,No,No,Screening Drop-off
PTG-110668,Mombasa,Codehack,2024-08-02,25,Screened - Not Interviewed,Rejected,Not Enrolled,No trainer capacity,2024,Yes,Yes,No,No,Screening Drop-off
PTG-114569,Kisumu,Mombasa Girls in STEM,2017-07-15,22,Applied Only - No Further Progress,Rejected,Not Enrolled,Ineligible (age/criteria),2017,Yes,No,No,No,Application Drop-off
PTG-104751,Nairobi,Codehack,2021-02-15,22,Screened - Not Interviewed,Rejected,Not Enrolled,Device unavailable,2021,Yes,Yes,No,No,Screening Drop-off
PTG-113872,Mombasa,Django Girls,2025-03-17,23,Enrolled,Enrolled,In Progress,N/A - Enrolled,2025,Yes,Yes,Yes,Yes,Enrolled
PTG-102950,Kisumu,STEM Cafe Kenya,2025-10-10,21,Screened - Not Interviewed,Rejected,Not Enrolled,Applicant withdrew,2025,Yes,Yes,No,No,Screening Drop-off
PTG-102541,Nairobi,Africa Code Week,2022-10-13,24,Interviewed - Not Enrolled,Rejected,Not Enrolled,Device unavailable,2022,Yes,Yes,Yes,No,Interview Drop-off
PTG-103835,Mombasa,STEM Cafe Kenya,2025-02-14,27,Screened - Not Interviewed,Rejected,Not Enrolled,Session full / capacity reached,2025,Yes,Yes,No,No,Screening Drop-off
PTG-115916,Mombasa,Mombasa Girls in STEM,2022-01-09,20,Enrolled,Enrolled,Completed,N/A - Enrolled,2022,Yes,Yes,Yes,Yes,Enrolled
PTG-101758,Mombasa,Codehack,2023-08-26,19,Enrolled,Enrolled,Completed,N/A - Enrolled,2023,Yes,Yes,Yes,Yes,Enrolled
PTG-111696,Nairobi,STEM Cafe Kenya,2025-04-07,28,Applied Only - No Further Progress,Rejected,Not Enrolled,Session full / capacity reached,2025,Yes,No,No,No,Application Drop-off
PTG-110315,Mombasa,Technovation,2018-08-05,24,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Ineligible (age/criteria),2018,Yes,No,No,No,Application Drop-off
PTG-114348,Mombasa,Codehack,2018-01-30,20,Enrolled,Enrolled,Completed,N/A - Enrolled,2018,Yes,Yes,Yes,Yes,Enrolled
PTG-117483,Kisumu,Codehack,2019-07-15,24,Enrolled,Enrolled,Completed,N/A - Enrolled,2019,Yes,Yes,Yes,Yes,Enrolled
PTG-107454,Kisumu,Django Girls,2019-11-06,18,Applied Only - No Further Progress,Rejected,Not Enrolled,Applicant withdrew,2019,Yes,No,No,No,Application Drop-off
PTG-119137,Mombasa,Django Girls,2022-10-14,17,Enrolled,Enrolled,Completed,N/A - Enrolled,2022,Yes,Yes,Yes,Yes,Enrolled
PTG-101609,Mombasa,Africa Code Week,2018-12-26,18,Applied Only - No Further Progress,Withdrawn,Not Enrolled,No trainer capacity,2018,Yes,No,No,No,Application Drop-off
PTG-110270,Nairobi,Africa Code Week,2025-05-03,25,Enrolled,Enrolled,Completed,N/A - Enrolled,2025,Yes,Yes,Yes,Yes,Enrolled
PTG-109411,Mombasa,Codehack,2022-10-13,20,Screened - Not Interviewed,Rejected,Not Enrolled,No trainer capacity,2022,Yes,Yes,No,No,Screening Drop-off
PTG-113584,Nairobi,STEM Cafe Kenya,2024-07-20,23,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Not Specified,2024,Yes,No,No,No,Application Drop-off
PTG-108758,Mombasa,Mombasa Girls in STEM,2026-02-22,20,Screened - Not Interviewed,Rejected,Not Enrolled,Device unavailable,2026,Yes,Yes,No,No,Screening Drop-off
PTG-104498,Mombasa,Technovation,2025-05-02,17,Enrolled,Enrolled,In Progress,N/A - Enrolled,2025,Yes,Yes,Yes,Yes,Enrolled
PTG-113826,Lamu,Africa Code Week,2024-08-30,17,Enrolled,Enrolled,Completed,N/A - Enrolled,2024,Yes,Yes,Yes,Yes,Enrolled
PTG-112755,Mombasa,Django Girls,2019-01-09,21,Enrolled,Enrolled,Completed,N/A - Enrolled,2019,Yes,Yes,Yes,Yes,Enrolled
PTG-114535,Mombasa,Technovation,2024-12-03,19,Screened - Not Interviewed,Rejected,Not Enrolled,Device unavailable,2024,Yes,Yes,No,No,Screening Drop-off
PTG-113774,Nakuru,Django Girls,2021-11-14,17,Applied Only - No Further Progress,Rejected,Not Enrolled,No trainer capacity,2021,Yes,No,No,No,Application Drop-off
PTG-107035,Mombasa,Africa Code Week,2024-12-30,20,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Failed screening,2024,Yes,No,No,No,Application Drop-off
PTG-104650,Mombasa,Mombasa Girls in STEM,2026-03-03,17,Enrolled,Enrolled,Completed,N/A - Enrolled,2026,Yes,Yes,Yes,Yes,Enrolled
PTG-118429,Mombasa,Django Girls,2017-05-08,20,Screened - Not Interviewed,Rejected,Not Enrolled,Session full / capacity reached,2017,Yes,Yes,No,No,Screening Drop-off
PTG-114915,Mombasa,Django Girls,2021-01-14,18,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Session full / capacity reached,2021,Yes,No,No,No,Application Drop-off
PTG-104955,Nakuru,Codehack,2025-04-03,26,Interviewed - Not Enrolled,Withdrawn,Not Enrolled,Applicant withdrew,2025,Yes,Yes,Yes,No,Interview Drop-off
PTG-101264,Kisumu,Django Girls,2018-08-27,19,Enrolled,Enrolled,Completed,N/A - Enrolled,2018,Yes,Yes,Yes,Yes,Enrolled
PTG-119115,Lamu,Technovation,2024-03-11,24,Applied Only - No Further Progress,Rejected,Not Enrolled,No trainer capacity,2024,Yes,No,No,No,Application Drop-off
PTG-110973,Mombasa,Africa Code Week,2024-01-14,24,Enrolled,Enrolled,Completed,N/A - Enrolled,2024,Yes,Yes,Yes,Yes,Enrolled
PTG-116724,Nairobi,Africa Code Week,2023-10-22,21,Screened - Not Interviewed,Rejected,Not Enrolled,No trainer capacity,2023,Yes,Yes,No,No,Screening Drop-off
PTG-104103,Kisumu,Codehack,2025-01-18,21,Enrolled,Enrolled,Completed,N/A - Enrolled,2025,Yes,Yes,Yes,Yes,Enrolled
PTG-118877,Lamu,STEM Cafe Kenya,2021-12-21,17,Interviewed - Not Enrolled,Withdrawn,Not Enrolled,Device unavailable,2021,Yes,Yes,Yes,No,Interview Drop-off
PTG-114827,Nakuru,Codehack,2015-02-07,28,Enrolled,Enrolled,Completed,N/A - Enrolled,2015,Yes,Yes,Yes,Yes,Enrolled
PTG-100885,Kisumu,Mombasa Girls in STEM,2025-06-11,17,Enrolled,Enrolled,Completed,N/A - Enrolled,2025,Yes,Yes,Yes,Yes,Enrolled
PTG-102560,Nakuru,Africa Code Week,2017-10-06,21,Enrolled,Enrolled,Completed,N/A - Enrolled,2017,Yes,Yes,Yes,Yes,Enrolled
PTG-104630,Mombasa,STEM Cafe Kenya,2023-11-08,17,Screened - Not Interviewed,Rejected,Not Enrolled,Device unavailable,2023,Yes,Yes,No,No,Screening Drop-off
PTG-118288,Mombasa,Africa Code Week,2021-02-03,19,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Session full / capacity reached,2021,Yes,No,No,No,Application Drop-off
PTG-107696,Lamu,Django Girls,2025-11-16,24,Interviewed - Not Enrolled,Withdrawn,Not Enrolled,Applicant withdrew,2025,Yes,Yes,Yes,No,Interview Drop-off
PTG-107973,Mombasa,Africa Code Week,2026-05-08,27,Applied Only - No Further Progress,Rejected,Not Enrolled,Failed screening,2026,Yes,No,No,No,Application Drop-off
PTG-100409,Mombasa,Africa Code Week,2019-11-21,20,Screened - Not Interviewed,Rejected,Not Enrolled,No trainer capacity,2019,Yes,Yes,No,No,Screening Drop-off
PTG-113280,Nairobi,STEM Cafe Kenya,2019-10-20,23,Applied Only - No Further Progress,Withdrawn,Not Enrolled,No trainer capacity,2019,Yes,No,No,No,Application Drop-off
PTG-117740,Nairobi,Django Girls,2019-12-06,18,Screened - Not Interviewed,Rejected,Not Enrolled,Session full / capacity reached,2019,Yes,Yes,No,No,Screening Drop-off
PTG-105957,Nairobi,Mombasa Girls in STEM,2019-05-28,19,Interviewed - Not Enrolled,Withdrawn,Not Enrolled,Session full / capacity reached,2019,Yes,Yes,Yes,No,Interview Drop-off
PTG-112096,Mombasa,Africa Code Week,2017-09-15,23,Interviewed - Not Enrolled,Withdrawn,Not Enrolled,Applicant withdrew,2017,Yes,Yes,Yes,No,Interview Drop-off
PTG-115499,Mombasa,Codehack,2025-02-23,21,Enrolled,Enrolled,Dropped Out,N/A - Enrolled,2025,Yes,Yes,Yes,Yes,Enrolled
PTG-111714,Mombasa,Technovation,2023-12-14,17,Interviewed - Not Enrolled,Rejected,Not Enrolled,Session full / capacity reached,2023,Yes,Yes,Yes,No,Interview Drop-off
PTG-106406,Mombasa,Africa Code Week,2025-06-23,20,Enrolled,Enrolled,Completed,N/A - Enrolled,2025,Yes,Yes,Yes,Yes,Enrolled
PTG-109773,Mombasa,Mombasa Girls in STEM,2021-09-20,21,Enrolled,Enrolled,In Progress,N/A - Enrolled,2021,Yes,Yes,Yes,Yes,Enrolled
